,author,content,description,publishedAt,source_id,source_name,title,url,urlToImage,polarity,length,article_similarity,source_similarity,cosine_similarity,subject_matter,cluster
10,Joe Perticone,"WASHINGTON — Days after allegations surfaced that Judge Brett Kavanaugh sexually assaulted a teenage girl while he was in high school, President Donald Trump's Supreme Court nominee is in limbo as lawmakers contemplate additional hearings and delaying procedu… [+3837 chars]","Supreme Court nominee Brett Kavanaugh has come under fire for a sexual assault allegation from when he was a teenager. The burgeoning scandal has prompted Democrats and even several Republicans to call for additional hearings, which would delay any confirmati…",2018-09-17T17:34:20Z,business-insider,Business Insider,Brett Kavanaugh's confirmation chances are starting to unravel,https://www.businessinsider.com/brett-kavanaugh-confirmation-vote-christine-ford-supreme-court-2018-9,https://amp.businessinsider.com/images/5b9fd17364dce81c008b5e1e-2732-1366.jpg,0.3417002876141736,6,0.8816276536930967,0.7225510633585127,0.3996695749194461,2,3
11,"AP, AP, AP",,"At his New York fashion week show, Jeremy Scott wore a T-shirt saying 'Tell Your Senator No on Kavanaugh,' along with a Washington phone number to call to express displeasure with President Donald Trump's high court nominee. (Sept. 7)",2018-09-07T15:05:21Z,usa-today,USA Today,Jeremy Scott protests Brett Kavanaugh,https://www.usatoday.com/videos/news/nation/2018/09/07/jeremy-scott-protests-brett-kavanaugh/37742183/,https://media.gannett-cdn.com/29906170001/29906170001_5832094579001_5832094925001-vs.jpg?pubId=29906170001?width=3200&height=1800&fit=crop,0.7757665577010725,14,0.22571134074318977,0.7170850628844437,0.2703704842263298,5,3
12,Alana Abramson and Tessa Berenson,"Confirmation hearings for Supreme Court nominee Brett Kavanaugh began with fireworks on Tuesday as shouting protesters were removed forcefully and Democratic senators called for shutting down for the day. As Kavanaugh sat silently with his family behind him, … [+2332 chars]","""We are rushing through this process in a way that is unnecessary""",2018-09-04T14:23:50Z,time,Time,Democrats Start Brett Kavanaugh Confirmation Hearings With Fireworks,http://time.com/5385927/brett-kavanaugh-confirmation-hearings/,https://timedotcom.files.wordpress.com/2018/09/kavanaugh-hearings.jpg?quality=85,0.3729246477733298,5,0.391394657773143,0.10438019737775306,0.8035564404660862,2,3
13,Guardian staff,"Late-night hosts arrived back after a vacation to discuss the Nike controversy, supreme court nominee Brett Kavanaugh and Bob Woodward’s new book on Donald Trump. Jimmy Kimmel On Jimmy Kimmel Live! the host spoke about how people are ripping the Nike logo fro… [+3468 chars]","Late-night comics discussed the outrage over Colin Kaepernick’s Nike ad and the revelations from Bob Woodward’s Trump exposé Late-night hosts arrived back after a vacation to discuss the Nike controversy, supreme court nominee Brett Kavanaugh and Bob Woodward…",2018-09-05T16:06:12Z,the-guardian-au,The Guardian (AU),Jimmy Kimmel on people burning Nike products: 'Why not burn your money?',https://www.theguardian.com/culture/2018/sep/05/late-night-roundup-jimmy-kimmel-kaepernick-nike,https://i.guim.co.uk/img/media/4ea7a9632e25d6852cc44a7846a9dda67c96aa79/81_0_1242_745/master/1242.png?width=1200&height=630&quality=85&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly9hc3NldHMuZ3VpbS5jby51ay9pbWFnZXMvb3ZlcmxheXMvZDM1ODZhNWVmNTc4MTc1NmQyMWEzYjYzNWU1MTcxNDEvdGctZGVmYXVsdC5wbmc&s=1b2bee57ebce23d200714c15ba199c17,0.6025583951775144,16,0.8079047524039445,0.25137598500519687,0.916582214275597,3,1
14,John Haltiwanger,Sen. Cory Booker on Thursday says he'll release committee confidential documents on Judge Brett Kavanaugh. Jacquelyn Martin/AP Democratic Sen. Cory Booker on Thursday said he will release a committee confidential document on Judge Brett Kavanaugh during his c… [+1599 chars],"Democratic Sen. Cory Booker on Thursday said he's releasing a committee confidential document on Judge Brett Kavanaugh during his confirmation hearing, which would violate Senate rules and risk penalty of expulsion. The document Booker wants to release is an …",2018-09-06T14:34:01Z,business-insider,Business Insider,"'Bring it': Cory Booker says he's releasing a confidential document on Kavanaugh, risking expulsion from the Senate",https://www.businessinsider.com/cory-booker-brett-kavanaugh-document-senate-expulsion-2018-9,https://amp.businessinsider.com/images/5b9138f7959f341c008b5986-1920-960.jpg,0.41373734629215686,18,0.18612034041418435,0.2725456166619047,0.9104099435552901,3,3
15,Reuters,"A growing number of Americans said they opposed President Donald Trump's Supreme Court nominee, Brett Kavanaugh, as the candidate's confirmation hearings took place and as he fended off a sexual assault claim, a Reuters/Ipsos poll showed. The September 11-17 … [+1975 chars]","A poll conducted September 11-17 has shown that a growing number of Americans oppose Brett Kavanaugh's nomination to the Supreme Court. The new poll showed that 36% of Americans did not want Kavanaugh on the Supreme Court, a percentage that has grown by about…",2018-09-19T15:29:00Z,business-insider,Business Insider,New poll shows a growing number of Americans oppose Brett Kavanaugh's nomination,https://www.businessinsider.com/r-opposition-to-kavanaugh-grows-support-at-historic-low-reuters-ipsos-poll-2018-9,https://amp.businessinsider.com/images/5ba26b30e361c039008b5d4b-1920-960.jpg,0.5638592210930146,4,0.9022586309009929,0.5178096194988856,0.6560410299925219,2,2
16,Gina Martinez,"During the third day of his Supreme Court confirmation hearings, Judge Brett Kavanaugh referred to the use of contraception as “abortion-inducing drugs.” On Thursday, Kavanaugh was asked by Sen. Ted Cruz about his dissent in the Priests for Life v. the U.S. D… [+2155 chars]","""Was this a substantial burden on their religious exercise? And it seemed to me, quite clearly, it was”",2018-09-07T00:08:51Z,time,Time,Brett Kavanaugh Referred to Contraception as ‘Abortion-Inducing Drugs’ During Confirmation Hearing,http://time.com/5389449/brett-kavanaugh-contraception-abortion-inducing-drugs/,https://timedotcom.files.wordpress.com/2018/09/kavanaugh-subpoena-president.jpg?quality=85,0.7407674892403621,4,0.7684921271248983,0.03850124295021895,0.3840615781661235,1,1
17,Amanda Terkel,"When Supreme Court nominee Brett Kavanaugh goes before the Senate Judiciary Committee on Tuesday, he’ll be introduced by Sen. Rob Portman (R-Ohio), former Secretary of State Condoleezza Rice and attorney Lisa Blatt. Blatt is the least well-known of the trio, … [+3451 chars]","Lisa Blatt is a corporate lawyer and conveniently, Brett Kavanaugh is expected to be a pro-corporate justice.",2018-08-31T15:22:53Z,the-huffington-post,The Huffington Post,‘Liberal Feminist Lawyer’ Stands To Gain From Her Public Advocacy For Kavanaugh,https://www.huffingtonpost.com/entry/lisa-blatt-brett-kavanvaugh_us_5b885424e4b0511db3d64064,https://img.huffingtonpost.com/asset/5b885486200000380837af3a.jpeg?cache=QvXVjEO1wP&ops=1200_630,0.4880948852716699,2,0.3604368494345862,0.055574876556813146,0.6144440008359566,1,1
18,"USA TODAY, Editors, USA TODAY","President Donald Trump reads from an article praising his administration as he answers a journalist during a meeting with sheriffs at the White House. (Photo: AFP/Getty Images) Trump travels to Montana amid Woodward book, NYT op-ed essay Under fire from a new… [+4138 chars]","President Donald Trump heads to Montana, Brett Kavanaugh confirmation hearings",2018-09-06T07:28:05Z,usa-today,USA Today,"President Donald Trump heads to Montana, Kavanaugh confirmation hearings, NFL season begins: 5 things to know Thursday",https://www.usatoday.com/story/news/2018/09/06/president-donald-trump-nfl-season-brett-kavanaugh-confirmation-hearings/1191978002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/05/USAT/1f45ac40-6ddf-4381-bdea-602b4832198d-AFP_AFP_18U826.JPG?crop=5087,2859,x0,y0&width=3200&height=1680&fit=bounds",0.42551883191284434,10,0.9040926009847979,0.8384398000224123,0.7198416126025202,4,3
19,Tessa Berenson,"When Supreme Court nominee Brett Kavanaugh finally delivered his opening statement late Tuesday afternoon, he pledged to be a “team player.” “If confirmed to the Court, I would be part of a Team of Nine, committed to deciding cases according to the Constituti… [+6472 chars]","When Supreme Court nominee Brett Kavanaugh finally delivered his opening statement late Tuesday afternoon, he pledged to be a “team player.” “If confirmed to the Court, I would be part of a Team of Nine, committed to deciding cases according to the Constituti…",2018-09-04T21:04:43Z,time,Time,Anger and Partisanship Dominated Day One of Brett Kavanaugh’s Hearings,http://time.com/5386443/brett-kavanaugh-supreme-court-hearing-partisan-protest/,https://timedotcom.files.wordpress.com/2018/09/cm_kavanaugh_dc_09_04_18_0840.jpg?quality=85,0.4639900483368351,19,0.12287413995078533,0.23733891167199384,0.7655632694673432,9,3
20,Mark Sherman & Lisa Mascaro / AP,"(WASHINGTON) — Supreme Court nominee Brett Kavanaugh touted the importance of an independent judiciary as his confirmation hearings began with strident Democratic criticism that he would be President Donald Trump’s man on the high court. On Wednesday, Kavanau… [+4444 chars]",A long day of questioning awaits the 53-year-old appellate judge,2018-09-05T08:48:52Z,time,Time,What to Expect From Day Two of Brett Kavanaugh’s Supreme Court Confirmation Hearings,http://time.com/5387133/brett-kavanaugh-confirmation-hearings-day-2/,https://timedotcom.files.wordpress.com/2018/09/ap18247804021366.jpg?quality=85,0.5757678361988443,16,0.6745108054647376,0.017808031795958357,0.6075684403142599,2,3
21,Paige Lavender,"Judge Brett Kavanaugh ’s Supreme Court confirmation hearing continues Friday, with outside legal experts and witnesses expected to speak. President Donald Trump announced Kavanaugh as his pick to replace retiring Justice Anthony Kennedy on July 9. Read live u… [+2045 chars]",Outside legal experts and witnesses are slated to speak on Friday.,2018-09-07T13:38:37Z,the-huffington-post,The Huffington Post,Read More Updates From Brett Kavanaugh’s Confirmation Hearing,https://www.huffingtonpost.com/entry/brett-kavanaugh-questioning_us_5b9270f8e4b0162f472c611f,https://img.huffingtonpost.com/asset/5b92721b200000390937b874.jpeg?ops=1910_1000,0.9735124227513018,18,0.2353291704015561,0.5820582394953786,0.8879042704194143,9,2
22,Justin Driver,"Secretary of Education Betsy DeVos has stoked public outrage more consistently than any other member of President Donald Trump’s Cabinet, a group not principally known for evading indignation. But perhaps DeVos’s most alarming error to date has received insuf… [+5371 chars]","Secretary of Education Betsy DeVos has stoked public outrage more consistently than any other member of President Donald Trump’s Cabinet, a group not principally known for evading indignation. But perhaps DeVos’s most alarming error to date has received insuf…",2018-09-04T13:46:32Z,time,Time,How Trump Nominee Brett Kavanaugh Could Threaten Undocumented Children’s Education,http://time.com/5384038/brett-kavanaugh-betsy-devos-undocumented-immigrant-children-education/,https://timedotcom.files.wordpress.com/2018/08/kavanaugh-education-deportation-students-immigrants-children.jpg?quality=85,0.24520373790672267,14,0.6239814559772886,0.08440970323067731,0.4580807401983835,5,3
23,cpowers,,"Supreme Court Associate Justice nominee Brett Kavanaugh appears before the Senate Judiciary Committee during his confirmation hearing on Sept. 4, 2018 in Washington.",2018-09-04T14:17:21Z,usa-today,USA Today,Supreme Court nomination hearing for Brett Kavanaugh,https://www.usatoday.com/picture-gallery/news/politics/2018/09/04/supreme-court-nomination-hearing-brett-kavanaugh/1189760002/,"https://www.gannett-cdn.com/presto/2018/09/04/USAT/fe18c732-78dd-4469-bf1e-9fd15f77f9c4-XXX_CP_Brett_Kavanaugh_Hearing_88.JPG?crop=2999,1679,x0,y0&width=3200&height=1680&fit=bounds",0.10540364081337783,15,0.7853136794213054,0.9371795103076414,0.6199891641093865,3,3
24,Mark Sherman / AP,"(WASHINGTON) — With Republicans hoping to move the Supreme Court to the right for years to come, a Senate committee is beginning hearings for President Donald Trump’s second nominee to the court. Judge Brett Kavanaugh, 53, has served for the past 12 years on … [+3771 chars]","With Republicans hoping to move the Supreme Court to the right, Senate hearings for President Donald Trump's second court nominee will begin",2018-09-04T09:44:16Z,time,Time,Senate Hearings to Begin on Trump’s Supreme Court Pick Brett Kavanaugh,http://time.com/5385780/brett-kavanaugh-senate-hearings/,https://timedotcom.files.wordpress.com/2018/09/gettyimages-1020894576.jpg?quality=85,0.661891116926161,10,0.5461692497517525,0.12583186107601219,0.8034375553133755,5,2
25,Alexander Mallin,"Speaking to supporters at a campaign rally in Montana on Thursday, President Trump went on the offensive against Democrats over what he described as ""sick"" attacks against his nominee for the Supreme Court, Judge Brett Kavanaugh. ""He’s doing really well,"" Tru… [+2777 chars]","President Trump accused Democrats of launching ""sick"" attacks against his Supreme Court nominee Judge Brett Kavanaugh.",2018-09-07T02:00:20Z,abc-news,ABC News,Trump attacks Democrats for 'sick' attacks against Judge Kavanaugh,https://abcnews.go.com/Politics/montana-rally-trump-attacks-democrats-sick-attacks-supreme/story?id=57658298,https://s.abcnews.com/images/US/donald-trump-ap-jpo-180906_hpMain_16x9_992.jpg,0.4044567507250362,2,0.42322216695697235,0.16403315609683822,0.15664945870031421,6,3
26,Joe Perticone and Skye Gould,"When President Donald Trump nominated Brett Kavanaugh, a federal appeals judge, to fill the vacancy on the Supreme Court left by retiring Justice Anthony Kennedy, it immediately created a horse race for Republicans to lock down at least 50 votes in his favor.… [+1188 chars]","President Donald Trump nominated Brett Kavanaugh to serve on the Supreme Court. The Senate, tasked with the confirmation process, is split at 51 Republicans and 49 Democrats. Republicans will need a minimum of 50 votes, so that Vice President Mike Pence can c…",2018-09-04T14:41:00Z,business-insider,Business Insider,Here's an evolving count of which senators are voting for Trump's Supreme Court pick,https://www.businessinsider.com/brett-kavanaugh-senate-vote-who-will-support-vote-against-2018-7,https://amp.businessinsider.com/images/5b8e98038ea82f94598b5735-1136-568.jpg,0.8868445446698977,12,0.9171503070441983,0.5309700283136485,0.3172033173022254,3,3
27,Mahita Gajanan,"Sen. Kamala Harris pressed Supreme Court nominee Brett Kavanaugh about whether he’d talked with anyone working with President Donald Trump’s lawyer about the Russia investigation. In a tense exchange Wednesday, the California Democrat asked Kavanaugh if he ha… [+1281 chars]","""I think you're thinking of someone and you don't want to tell us""",2018-09-06T14:57:08Z,time,Time,Sen. Kamala Harris Questioned Brett Kavanaugh on a Conversation About the Russia Probe,http://time.com/5388614/kamala-harris-brett-kavanaugh-mueller-probe-senate-hearing/,https://timedotcom.files.wordpress.com/2018/09/kamala-harris-brett-kavanaugh.jpg?quality=85,0.08482920385557313,9,0.16646437613716414,0.07033843030584808,0.5879409429528606,7,2
28,Associated Press,(WASHINGTON) — The woman accusing Supreme Court nominee Brett Kavanaugh of sexual misconduct when they were teenagers has come forward to The Washington Post. California professor Christine Blasey Ford tells the newspaper that Kavanaugh and a friend corralled… [+539 chars],The woman accusing Supreme Court nominee Brett Kavanaugh of sexual misconduct when they were teenagers has come forward.,2018-09-16T18:57:32Z,time,Time,Brett Kavanaugh Accuser Opens Up About the Alleged Sexual Assault,http://time.com/5397627/brett-kavanaugh-sexual-assault/,https://timedotcom.files.wordpress.com/2018/09/cm_kavanaugh_dc_09_04_18_0715.jpg?quality=85,0.8925849119076321,17,0.7395438447433714,0.3384315689356461,0.18367562877230614,2,1
29,Paul Blumenthal,"From the outset of Brett Kavanaugh ’s Supreme Court confirmation hearings, Democrats have hammered home this message: The Republicans on the Senate Judiciary Committee are making it impossible for committee members to probe the views of President Donald Trump… [+5291 chars]",Senators saw only a small fraction of the records relating to Trump’s Supreme Court nominee. The public saw even fewer.,2018-09-07T03:50:14Z,the-huffington-post,The Huffington Post,Brett Kavanaugh’s confirmation hearings have been shrouded in secrecy.,https://www.huffingtonpost.com/entry/brett-kavanaugh-confirmation-hearings-secrecy_us_5b9198a2e4b0511db3e09f61,https://img.huffingtonpost.com/asset/5b91a8b32000002c0034c270.jpeg?cache=tnwklhemxg&ops=1910_1000,0.228246210816604,2,0.6898788536350808,0.4629968990494533,0.43233256886149585,2,1
30,Lisa Mascaro / AP,"(WASHINGTON) — Sen. Dianne Feinstein, the top Democrat on the Senate Judiciary Committee, said Thursday she has notified federal investigators about information she received — and won’t disclose publicly — concerning Supreme Court nominee Brett Kavanaugh. The… [+5337 chars]",Sen. Feinstein said she has notified the FBI about information she won't disclose publicly concerning Supreme Court nominee Brett Kavanaugh.,2018-09-13T19:58:19Z,time,Time,Senator Dianne Feinstein Gave the FBI Information About Brett Kavanaugh,http://time.com/5395687/senator-feinstein-fbi-kavanaugh/,https://timedotcom.files.wordpress.com/2018/09/feinstein-kavanaugh-fbi.jpg?quality=85,0.26870881270276414,5,0.19396462863398556,0.6645517569889687,0.19916537764228792,2,2
31,"USA TODAY, Erin Kelly and Richard Wolf, USA TODAY","When Brett Kavanaugh walked away from a Parkland shooting victim's father after he tried to shake his hand, many people were left wondering, where exactly does Supreme Court nominee stand on gun control laws? USA TODAY 9/4/18 4:53:46 PM -- Washington, DC, U.S… [+5635 chars]","Brett Kavanaugh, nominated for the Supreme Court by President Donald Trump, answered senators' questions on high-profile issues.",2018-09-06T01:15:54Z,usa-today,USA Today,Brett Kavanaugh: What we learned from Trump Supreme Court pick on second day of confirmation hearings,https://www.usatoday.com/story/news/politics/2018/09/05/brett-kavanaugh-top-takeaways-day-two-confirmation-hearings/1203749002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/05/USAT/f4c94d60-bad3-4376-88df-a5dc6730d6d8-16__XXX_sd__Kavanaugh_Confirmation_1039_.JPG?crop=2999,1687,x1,y201&width=3200&height=1680&fit=bounds",0.2523604448338961,19,0.8595593870790902,0.5411943490031533,0.5425054317243656,4,2
32,Sebastian Murdock,"When the father of a girl killed in a school shooting earlier this year attempted on Tuesday to shake the hand of President Donald Trump ’s Supreme Court pick, he was visibly snubbed. Now, the father says Judge Brett Kavanaugh winked at him just moments befor… [+3425 chars]","Fred Guttenberg tried to introduce himself to Judge Kavanaugh. He was rebuffed, then questioned by Capitol police.",2018-09-05T21:06:30Z,the-huffington-post,The Huffington Post,Parkland Dad Says Brett Kavanaugh Winked At Him Just Before He Was Detained,https://www.huffingtonpost.com/entry/parkland-dad-fred-guttenberg-brett-kavanaugh-wink_us_5b90193fe4b0162f472950a7,https://img.huffingtonpost.com/asset/5b8ecc862000002c0034becd.jpeg?cache=ggselixcbj&ops=1910_1000,0.04630037701912415,13,0.08115086209402134,0.20242002804986226,0.19746421808003878,6,2
33,Ellen Cranley,"The anonymous woman who accused Supreme Court nominee Brett Kavanugh of sexual assault has spoken out for the first time since the details of her allegation were reported. Christine Blasey Ford, a 51-year-old research psychologist and professor, spoke to the … [+2629 chars]",The anonymous woman who accused Supreme Court nominee Brett Kavanaugh of sexual assault has spoken out for the first time since her previously secret letter was revealed. Research psychologist Christine Blasey Ford told the Washington Post she decided to come…,2018-09-16T18:38:17Z,business-insider,Business Insider,The anonymous woman who accused Supreme Court nominee Brett Kavanaugh of sexual assault has come forward,https://www.businessinsider.com/christine-blasey-ford-accuses-brett-kavanaugh-sexual-assault-2018-9,https://amp.businessinsider.com/images/5b9ea20489c8a11e008b61b7-1334-667.jpg,0.49189470160584947,18,0.27337957147796066,0.776213491470482,0.5090481629201012,2,2
34,ALI ROGIN,"Despite efforts by most Senate Democrats to protest his nomination and delay his confirmation hearings, Judge Brett Kavanaugh is set to appear before the Senate Judiciary Committee Tuesday to make the case he belongs on the Supreme Court. Following his hearin… [+5966 chars]",Supreme Court nominee Judge Brett Kavanaugh is set to appear before the Senate Judiciary Tuesday for his confirmation hearing.,2018-09-02T13:14:28Z,abc-news,ABC News,"Despite Democrats' opposition, Kavanaugh hearings on track for Tuesday",https://abcnews.go.com/Politics/democrats-opposition-kavanaugh-hearings-track-tuesday/story?id=57501493,https://s.abcnews.com/images/Politics/kavanaugh-1-gty-er-180830_hpMain_16x9_992.jpg,0.6696513642053911,17,0.09030034048392577,0.7426364226539302,0.6742670829100929,5,2
